region_code,share_count,hashtag_names,like_count,username,video_description,view_count,comment_count,id
US,0,"['teacher', 'special', 'parenting', 'adhd', 'autism', 'medical', 'ada', 'ohi', 'mentalhealth', 'aac', 'autismawareness', 'cvi', 'disabilities', 'advocate', 'dyslexia', 'edu', 'tbi', 'iep', 'learningdisabilities', 'nonspeaking', 'hearingimpairment', 'limbdifference', 'visualimpairment', 'publiceducation', 'iepmeeting', 'specialneedsparent']",0,letsieptogether,Replying to @penny_nh #Ada #cvi #adhd #Special education #IEPMeeting #TBI #Autism #Advocate #PublicEducation #Parenting #Dyslexia #LearningDisabilities #MentalHealth #IEP #AutismAwareness #Teacher #SpecialNeedsParent #Medical #LearningDisabilities #EDU #OHI #VisualImpairment #HearingImpairment #limbdifference #disabilities #aac #nonspeaking ,0,0,7283563201621675310
US,0,"['dyslexia', 'dyslexiaawareness', 'operasingersoftiktok', 'neurodivergenttiktok']",0,zwischensam,#dyslexia #neurodivergenttiktok #dyslexiaawareness #operasingersoftiktok ,0,5,7283539348228787498
US,0,"['dontgiveup', 'dyslexia', 'speechimpediment', 'messageofhope', 'istutter', 'spreadinspiration', 'spreadpositivity']",0,sabrewster,"Dyslexia + a stutter + a lisp = Spoken Word artist and Author, spitting bars on Brooklyn stages and performing at Alvin Ailey. Yup extremely logical right 😉. Here is a little message if hope for anyone with a speech impediment from me to you. Everything you have to say is important. #dontgiveup  #istutter #speechimpediment #dyslexia #spreadinspiration #messageofhope #spreadpositivity  Full video on my channel. Link in Bio!",0,0,7283528275685821742
US,0,"['adhd', 'struggles', 'families', 'expert', 'medication', 'dyslexia', 'adhdawareness', 'shortages', 'learntok', 'beunderstood']",0,understood.org,Replying to @KC Fact: ADHD medication shortages are having a serious impact on kids and their families.  #ADHDawareness #adhd #dyslexia #medication #BeUnderstood #LearnTok #shortages #expert #families #struggles,0,2,7283505854412836127
US,0,"['iamworthit', 'adhd', 'stickers', 'mushrooms', 'youareworthit', 'fyp', 'notebooks', 'dyslexia', 'bunnyart', 'skullart', 'gothicartist', 'moonart', 'catsoftiktok', 'cottagecore', 'womanownedbusiness', 'cottagecoreaesthetic', 'suzensartshop', 'suzensart']",0,suzensartshop,I hard somone talk negatively about their dyslexia kid the other day and it really made me angry. because there is nothing wrong with people like us.  I hope this video reaches the people that nodded it♡  #womanownedbusiness #gothicartist #moonart #mushrooms #cottagecoreaesthetic #cottagecore #suzensartshop #suzensart #bunnyart #skullart #catsoftiktok #stickers #notebooks #dyslexia #adhd #iamworthit #youareworthit #fyp ,0,4,7283489770863332639
US,0,"['adhd', 'writer', 'dyslexia', 'author', 'outlining', 'neurodivergent', 'neurodivergentwriter', 'neurospicy']",0,neurodivergentwriter,#writer #dyslexia #neurospicy #neurodivergent #author #neurodivergentwriter #adhd #outlining ,0,2,7283487435219225902
US,0,"['english', 'teacher', 'spelling', 'themoreyouknow', 'students', 'understands', 'dyslexia', 'phonics', 'morphology', 'iloveteaching', 'prefixes', 'suffixes', 'teachersoftiktok', 'edutok', 'fypシ', 'ortongillingham', 'structuredliteracy']",0,lauralovesteaching,"I said these phrases for years! And I 100% believed them. And I always said these to my students. 😱 Now that I know that our language is only 4% weird. I wish I could go back in time and apologize to all those students because I was not speaking truth. #English is complex, but it’s consistent. Knowledge of #phonics and #spelling rules unlocks so many words. Knowledge of #morphology #Prefixes #suffixes Greek and Latin bases unlock thousands more words. But a teacher can’t teach what they don’t know and for many years I didn’t know the power of phonics and morphology. But now that I know better, I do better. All of our #students deserve to understand phonics and morphology. All students deserve to have a #teacher who #understands phonics and morphology. #structuredliteracy for the win!!🏆🙌🏽🥇#iloveteaching #edutok #teachersoftiktok #ortongillingham #fypシ #dyslexia #themoreyouknow ",0,0,7283479073806994719
US,0,"['writer', 'dyslexia', 'neurodivergent', 'neurospicy']",0,neurodivergentwriter,wtf #neurodivergent #neurospicy #dyslexia #writer #writer ,0,0,7283474137295670571
US,0,"['dyslexia', 'neurodivergent', 'saydyslexia', 'dyslexiaawareness', 'fypシ', 'neurospicy']",0,ownyourdyslexia,Just a daily reminder to all the nuerodivergents! ❤️#saydyslexia #dyslexia#dyslexiaawareness#fypシ #neurodivergent #neurospicy ,0,1,7283464540916927786
US,0,"['success', 'teachers', 'adhd', 'dyslexia', 'author', 'booktok', 'tbphillipsauthor']",0,tbphillips,Hello #booktok! Here's a funny story and great lesson! #teachers #dyslexia #adhd #success #author #tbphillipsauthor ,0,9,7283367227317849386
US,0,"['dyslexic', 'dyslexia', '80hd', 'learningdisability', 'attentiontodetail', 'awetistic']",0,vibewithgracierose,I swear I have good attention to detail to literally anything else #dyslexia #dyslexic #learningdisability #attentiontodetail #awetistic #80hd ,0,0,7283356093949021486
US,0,"['reading', 'read', 'spelling', 'chrispratt', 'fyp', 'parksandrec', 'necessary', 'dyslexic', 'reader', 'dyslexia', 'trendingsound', 'writerproblems', 'bookhumor', 'writerhumor', 'maincharacterenergy']",0,amarabeaglavin,#chrispratt #trendingsound #writerproblems #parksandrec #dyslexic #dyslexia #spelling #necessary #maincharacterenergy #fyp #read #reader #reading #writerhumor #bookhumor ,0,0,7283337898714238238
US,0,"['fyp', 'dyslexia', 'specialeducation', 'dyslexiatherapist', 'dyslexiadiva', 'therapynottutoring']",0,dyslexiadiva,Is your interventionist or instructor certified? #therapynottutoring #dyslexiadiva #dyslexiatherapist #fyp #specialeducation #dyslexia ,0,0,7283327294515547423
US,0,"['fyp', 'nationalparks', 'dyslexia', 'dyslexiasquad', 'adhdtiktok', 'adhdinwomen', 'nationalparkspass']",0,icarlyyyk6,"Who wants to come travel with me 🤔🤔 hope someone else finds this helpful :)) look up america the beautiful parks pass and click on the access pass and its easy, came in like 5 days… perks of havjng dyslexia and adhd 🤔 #dyslexia #adhdtiktok #adhdinwomen #dyslexiasquad #fyp #nationalparkspass #nationalparks ",0,10,7283325558207925547
US,0,"['gifted', 'education', 'ai', 'ela', 'dyslexia', 'edtech', 'readingskills', 'readingpal', 'readingstrategies', 'educationaltools', 'learningbuddy', 'readingdevelopment', 'learningcompanion', 'orcamlearn', 'readingdifferences', 'teachwithmrc', 'readingai']",0,teachwithmrc,"Get your students the best reading companion by giving them the Orcam Learn! I was gifted an Orcam Learn and it is a game changer! This device reads any text out loud, reads individual words and listens to students and give real time feedback! #OrCamLearn #readingpal #learningcompanion #readingdevelopment #readingskills  #readingdifferences #education #edtech #learningbuddy #Dyslexia #gifted #teachwithmrc #ai #readingai #educationaltools #ela #readingstrategies ",0,1,7283320921438358826
US,0,"['school', 'help', 'dyslexia', 'mastersdegree', 'dyslexicproblems', 'neurodiverse', 'itfeelsimpossible']",0,alexia.ataraxia,#dyslexia #neurodiverse #dyslexicproblems #school #mastersdegree #help #itfeelsimpossible ,0,1,7283320464750071086
US,0,"['frustrating', 'dyslexia', 'dyslexicproblems', 'neurodiverse', 'youarenotincontrol']",0,alexia.ataraxia,#dyslexia #neurodiverse #dyslexicproblems #youarenotincontrol #frustrating ,0,0,7283319546365152555
US,0,"['adhd', 'getitdone', 'dyslexia']",0,mr.hunter842,Put in work in the Dark #adhd #dyslexia #getitdone 💪🏽💪🏽💪🏽💪🏽👏🏽🥇,0,3,7283309541058448686
US,0,"['teacher', 'special', 'parenting', 'adhd', 'autism', 'medical', 'ada', 'ohi', 'mentalhealth', 'aac', 'autismawareness', 'cvi', 'disabilities', 'advocate', 'dyslexia', 'edu', 'tbi', 'iep', 'gestalt', 'learningdisabilities', 'nonspeaking', 'hearingimpairment', 'limbdifference', 'visualimpairment', 'publiceducation', 'iepmeeting', 'specialneedsparent']",0,letsieptogether,Replying to @Alies_Mom #Ada #cvi #adhd #Special education #IEPMeeting #TBI #Autism #Advocate #PublicEducation #Parenting #Dyslexia #LearningDisabilities #MentalHealth #IEP #AutismAwareness #Teacher #SpecialNeedsParent #Medical #LearningDisabilities #EDU #OHI #VisualImpairment #HearingImpairment #limbdifference #disabilities #aac #nonspeaking #gestalt ,0,5,7283307444388760875
US,0,"['dyslexia', 'phonics', 'teachersoftiktok', 'phonicsfun', 'scienceofreading', 'mscraftkindergarten']",0,ms.craft_kindergarten,It’s so important to help kids see the differences in these letters. #teachersoftiktok #mscraftkindergarten #scienceofreading #dyslexia #phonics #phonicsfun ,0,30,7283277243579714847
US,0,"['reading', 'syntax', 'spelling', 'teaching', 'vocabulary', 'dyslexia', 'onthisday', 'phonics', 'fluency', 'comprehension', 'tier1', 'morphology', 'iloveteaching', 'teachersoftiktok', 'edutok', 'fypシ', 'ortongillingham', 'phonologicalawareness', 'multisensory', 'structuredliteracy']",0,lauralovesteaching,"Structuredliteracy makes all of us better readers writers, and thinkers. #Structuredliteracy for the win!#structuredliteracy just means we are directly #teaching students. We’re going in a sequential order. There are systems in place on how we teach to free up the cognitive load. It will be diagnostic. It will be #multisensory . And it will be backed by research. #iloveteaching #edutok #teachersoftiktok #reading #tier1 #ortongillingham #phonics #phonologicalawareness #spelling #morphology #syntax #vocabulary #comprehension #fluency #fypシ #dyslexia #onthisday ",0,4,7283276748803018014
US,0,"['tea', 'duet', 'idea', 'advocate', 'dyslexia', 'specialeducation', 'iep', 'fape', 'specificlearningdisability', 'texaseducationagency', 'specialeducationparent', 'hb3928', 'katgardonadvocacy']",0,katgardonadvocacy,#duet with @Special Education Boss #iep  #advocate #katgardonadvocacy #IEP #FAPE #IDEA #specialeducation #specialeducationparent #specificlearningdisability   #Dyslexia #HB3928 #TEA #texaseducationagency ,0,1,7283259268583722286
US,0,"['dyslexia', 'writerlife', 'christiantiktok', 'writerscommunity', 'writersoftiktok', 'blackwriters', 'womenwriters', 'blackauthorsoftiktok']",0,laboopublishing,"Join us tonight for another informative episode on Write the Book TV with our special guest Dr. Tracy Johnson-Rockmore Dr. Tracy Johnson-Rockmore is the author of Journey of Hope - An Everyday Guide for Adults with Dyslexia.  Journey of Hope serves as a catalyst to help adults with dyslexia and offers invaluable tips and resources to promote educational success and emotional-social well-being. This book offers a refreshing addition to the topic of dyslexia due to its specific focus on adults with dyslexia. In this interview  Dr. Tracy is authentic and transparent about the challenges she has faced during her journey with dyslexia. ************* How To Watch on Tuesday at 7PM EDT: You can watch us on all streaming and mobile devices. Roku, Google Play and Apple TV we are excited to be apart of the LiT TV Network! Prime Time - Tuesday's at 7 p.m. EDT Step 1 - On Roku, Google Play or Apple TV devices - Search LiT TV Network Step 2 - Download & Login Step 3 - Select Live TV & I Am Woman Channel #writerlife #womenwriters #blackauthorsoftiktok #blackwriters #writerscommunity #writersoftiktok #christiantiktok #dyslexia ",0,0,7283251489345260842
US,0,"['proudmom', 'accomplishment', 'awareness', 'recognition', 'boymom', 'dyslexia', 'mcallenisd', 'mcallenstudent', 'perezelementaryschool']",0,maylin.77,Nicholas was one of the two kids chosen from the entire McAllen ISD School District in recognition for most achieved as part of the Dyslexia Awareness Program. He stood tall and proud in front of the entire school board and even lead the Pledge of Allegiance at the beginning of the meeting. He is living proof that learning barriers can be overcome and that anything can be accomplished.  So proud of my son!😊💙 #mcallenisd #dyslexia #awareness #accomplishment #recognition #mcallenstudent #perezelementaryschool #boymom #proudmom ,0,0,7283248312688413994
US,0,"['dyslexic', 'dyslexia', 'specialeducation', 'highschoolteacher', 'dyslexiaawareness', 'impostersyndrome', 'dyslexiasquad', 'specialeducationteacher', 'readingintervention', 'readinginterventionist']",0,kaypal7,About to go stare pointedly at my English degree. #impostersyndrome #dyslexic #dyslexia #dyslexiasquad #dyslexiaawareness #readingintervention #readinginterventionist #highschoolteacher #specialeducation #specialeducationteacher ,0,15,7283244398563822890
US,0,"['adhd', 'siblingrivalry', 'dyslexia', 'nureodivergent', 'friendlyneighborhooddom']",0,therealrjwright,@Alexia 🤎 also just talked about this in a far more intellectual and well reasoned way. #siblingrivalry #nureodivergent #adhd #dyslexia #friendlyneighborhooddom ,0,33,7283234645154565419
US,0,"['dyslexia', 'molested', '1978', 'childstudycenter']",0,craigdunn3,#Molested #1978#Dyslexia #ChildStudyCenter,0,11,7283215461150428459
US,0,"['calt', 'dyslexia', 'teachersoftiktok', 'dyslexiasquad', 'dyslexiatherapy', 'transitioningteacher']",0,ownyourdyslexia,Any teachers out there feeling like a “donkey on the edge” take the leap!!! Trust me its worth it!! Know your worth!! #transitioningteacher #teachersoftiktok #dyslexia #CALT #dyslexiasquad #dyslexiatherapy ,0,3,7283213360127167787
US,0,"['dyslexia', 'privatetutor', 'learningthroughplay', 'privatetutoring', 'ortongillingham', 'multisensory', 'dyslexiatutor', 'structuredliteracy', 'wilsonreadingsystem', 'multisensorylearning', 'thescienceofreading', 'tutoringwithjamie']",0,tutoringwithjamie,"Structured Literacy Spelling Focus Lesson: Part 2 This activity is embedded in my lesson plans, link in bio 🫶🏻 #tutoringwithjamie #wilsonreadingsystem #OrtonGillingham #thescienceofreading #multisensory #multisensorylearning #structuredliteracy #learningthroughplay #dyslexia #dyslexiatutor #privatetutor #privatetutoring ",0,0,7283206429790473503
US,0,"['therapy', 'ocd', 'anxiety', 'adhd', 'helpmeplease', 'dyslexia', 'therapysessions', 'metalhealthmatters']",0,alexiszane,is it possible for these things to occur when you grow older ? #therapy #helpmeplease #ocd#adhd#anxiety #dyslexia #metalhealthmatters #therapysessions ,0,5,7283200751722188074
US,0,"['teacher', 'special', 'duet', 'parenting', 'adhd', 'autism', 'medical', 'ada', 'ohi', 'mentalhealth', 'aac', 'autismawareness', 'cvi', 'disabilities', 'advocate', 'dyslexia', 'edu', 'tbi', 'iep', 'learningdisabilities', 'nonspeaking', 'hearingimpairment', 'limbdifference', 'visualimpairment', 'publiceducation', 'iepmeeting', 'specialneedsparent', 'aacdevice']",0,letsieptogether,#duet with @❤️Jen❤️ #aacdevice #Ada #cvi #adhd #Special education #IEPMeeting #TBI #Autism #Advocate #PublicEducation #Parenting #Dyslexia #LearningDisabilities #MentalHealth #IEP #AutismAwareness #Teacher #SpecialNeedsParent #Medical #LearningDisabilities #EDU #OHI #VisualImpairment #HearingImpairment #limbdifference #disabilities #aac #nonspeaking ,0,0,7283196061504539950
US,0,"['dyslexia', 'blowthisup', 'neurodivergent', 'literacymatters', 'dyslexiatherapist', 'learningdisabilityawareness', 'dyslexiatherapy']",0,ownyourdyslexia,Dyslexia therapy can be fun! Checking reading conprehension by acting out important facts we read in our Spitting Cobra story! 🐍🐍🐍#neurodivergent #dyslexia #dyslexiatherapy #dyslexiatherapist #literacymatters #learningdisabilityawareness #blowthisup ,0,1,7283194853377183018
US,0,"['dyslexia', 'neurodivergent', 'learningdisability', 'dyslexiaawareness', 'learningdisabilityawareness', 'neurospicy']",0,ownyourdyslexia,Dyslexia is hereditary and neurobiological in origin! 🧠🧠 But the really cool part is ready can become easier through dyslexia therapy! Dyslexia creates new neural pathways for reading! #neurodivergent #neurospicy #dyslexiaawareness #dyslexia #learningdisabilityawareness #learningdisability ,0,0,7283175177192738094
US,0,"['youcandoit', 'spellcheck', 'dyslexia', 'author', 'thankgodforspellcheck', 'canlaughatmyself', 'dyslexicawareness', 'dyslexicauthor', 'childrensbookauthor', 'canlaughaboutitnow', 'spellcheckplease', 'dyslexiatiktok', 'dyslexicwriter']",0,fynisa_azauthor,Dyslexic and an author/writer 🤯 Yes you can be both juat takes a little extra work.  #dyslexia #dyslexicawareness #dyslexicwriter #dyslexicauthor #author #childrensbookauthor #youcandoit #dyslexiatiktok #canlaughatmyself #canlaughaboutitnow #thankgodforspellcheck #spellcheck #spellcheckplease ,0,1,7283174831359544619
US,0,"['kids', 'adhd', 'nascar', 'talladega', 'fyp', 'antonyms', 'dyslexia', 'adhdkids', 'synonyms', 'slps', 'readingteachers', 'dyslexiaawareness', 'childrenwithspecialneeds', 'dyslexiateacher', 'readingwithdyslexia', 'kidsliteracy', 'speechtherapykid', 'readinghelpforkids', 'speechandlanguagetips', 'dyslexiareadingconnection', 'speechdeficits']",0,slpstephaniemiretheriot,Dyslexia and Talladega! #fyp #slps #speechdeficits #adhd #adhdkids #dyslexia #dyslexiaawareness #readingwithdyslexia #dyslexiareadingconnection #speechandlanguagetips #kids #childrenwithspecialneeds #readinghelpforkids  #synonyms #antonyms   #speechtherapykid  #readingteachers  #dyslexiateacher  #kidsliteracy  #nascar #talladega  @dry erase board ,0,0,7283171878502403370
US,0,"['masked', 'fyp', 'dyslexia', 'foryoupage']",111,masked_zade,idk whag this is #dyslexia lmao #fyp #foryoupage #masked ,964,9,7375316111908244778
US,0,"['viral', 'helpme', 'spelling', 'fyp', 'slang', 'grammar', 'dyslexia', 'properenglish']",13,ambeylikey,This is actually gonna help me out a lot so thanks in advance #spelling #slang #dyslexia #helpme #properenglish #grammar #fyp #viral ,331,6,7375311657314028843
US,0,"['fyp', 'dyslexia']",19,maxthemagician777,#fyp #dyslexia ,693,0,7375294333551004971
US,0,"['tutoring', 'dyslexia', 'readingprogram', 'readingspecialist', 'ortongillingham', 'scienceofreading', 'readingtutor', 'structuredliteracy', 'upandawayliteracy', 'liftofftoliteracy']",4,upandawayliteracy,Seriously?! Can I just have 15 minutes uninterrupted? #liftofftoliteracy #upandawayliteracy #readingprogram #readingspecialist #readingtutor #ortongillingham #structuredliteracy #dyslexia #scienceofreading #tutoring ,27,0,7375288551883427118
US,20,"['fyp', 'dyslexia']",351,karlie_13420,#dyslexia #fyp ,2588,1,7375281565955362090
US,0,"['adhd', 'dyslexic', 'dyslexia', 'epoxy', 'epoxyart', 'epoxypour', 'epoxymold', 'deeppour']",14,crafty.couple.creations,Giving this Fortune Academy Mighty Oaks piece another try with @WiseBond Epoxy  deep pour epoxy! 🤞 Hoping Wisebond is the solution to all my problems. Think it'll work? Comment below! @Eye Candy Pigments rainbow  @Alumilite green dye and mold maker  #epoxy #epoxyart #epoxypour #deeppour #epoxymold #adhd #dyslexic  #dyslexia ,333,0,7375277082957417774
US,5,"['michigan', 'k12', 'dyslexia', 'eduation']",49,gandernewsroom,"Democratic lawmakers in Michigan introduce two bills aimed at addressing dyslexia detection and support in schools, requiring dyslexia screening for K-3 students and incorporating dyslexia education into teacher preparation programs. #michigan #dyslexia #eduation #k12",869,0,7375271536665562411
US,18,"['funny', 'counting', 'humor', 'viral', 'meme', 'funnyvideos', 'onepiece', 'pov', 'fyp', 'zoro', 'luffy', 'dyslexia', 'animememe', 'povs', 'animetiktok', 'animefyp', 'fypシ゚viral', 'irongut7']",84,irongut77,@ your dyslexic friends #meme #animetiktok #viral #fyp #animefyp #animememe #luffy #onepiece #counting #pov #povs #irongut7 #zoro #funny #humor #fypシ゚viral #funnyvideos #dyslexia ,1180,2,7375271164706377003
US,0,"['losangeles', 'teacher', 'parenting', 'adhd', 'orangecounty', 'concussion', 'tutoring', 'dyslexia', 'visiontherapy', 'visualsnowsyndrome']",3,the_developmental_doc,Were often asked if vision therapy can help adults and it sure can! We treat patients who are toddlers to grandparents 🥰 #visiontherapy #parenting #dyslexia #teacher #adhd #tutoring #orangecounty #concussion #visualsnowsyndrome #losangeles ,301,0,7375268562367270174
US,67,"['genius', 'war', 'sigma', 'love', 'peace', 'genx', 'dyslexic', 'intelligence', 'dyslexia', 'disability', 'genz', 'sigmamale', 'sigmagrindset']",2052,nationalmechanicsgroup,don't be a douchebag #dyslexic #dyslexia #disability #genx #genz #genius #sigma #sigmamale #sigmagrindset #intelligence #love #peace #war ,14344,452,7375266532575677739
US,0,"['sightwords', 'dyslexia', 'highfrequency', 'specialeducation', 'phonics', 'mapping', 'learntoread', 'readingskills', 'dyslexiaawareness', 'heartwords', 'specialeducationteacher', 'scienceofreading']",67,learnwithsoul,"Let's talk about it! We do! These are words my student has been reading for a while BUT we still talk about them!  This helps them understand which letters make their regular sounds and which letters sound different in these specific words.  I am just loving thise strategy for TEACHING these irregular words vs having them memorize them.  Also, I read that we dont call these sight words because eventually, a majority of the words we read will hopefully fall into that category.  Instead, they are irregular words because they have letters that do not follow any phonics rules. This is why mapping these words and figuring out which letters do and do not follow the rules is extremely helpful to children when it comes to learning these words and committing it to their long term memory.  #specialeducation #specialeducationteacher #phonics #sightwords #highfrequency #heartwords #mapping #dyslexia #learntoread #dyslexiaawareness #readingskills #scienceofreading ",1738,0,7375258858555460907
US,0,"['business', 'driver', 'contractor', 'dyslexia']",33,thedyslexichustle,Look for ways to buy back your time #dyslexia #business #driver #contractor,437,0,7375250090086255914
US,0,"['foryou', 'fyp', 'dyslexia', 'dyscalculia', 'foryoupage', 'mathdyslexia', 'remedialclasses']",1,princesaaxxtc,#fyp #foryoupage #foryou #dyslexia #mathdyslexia #dyscalculia #remedialclasses ,8,0,7375220499854527787
US,0,"['college', 'foryou', 'classof2024', 'fyp', 'classof2020', 'dyslexia', 'classof2028', 'dyscalculia', 'foryoupage', 'remedialclass', 'latediagnosed', 'latediagnoseddyslexic', 'latediagnoseddyscalculiac']",2,princesaaxxtc,the system faileddd me y’all 😭😭 #fyp #foryoupage #foryou #remedialclass #college #classof2028 #classof2024 #classof2020 #dyslexia #dyscalculia #latediagnoseddyslexic #latediagnoseddyscalculiac #latediagnosed,4,0,7375218439020891435
US,0,"['how', 'struggling', 'multi', 'homeschool', 'dyslexic', 'dyslexia', 'homeschooling']",12,silent.elephant.e,"ASSESSING IS NOT TESTING! LAST DAY OF SALE!! Phonetic Reading with Silent Elephant ""e"" silentelephante.com  ON SALE NOW THRU MAY- 25% off Phonetic Reading with Silent Elephant ""e"" Parts 1-14 and the Educational Posters (excludes videos and training) silentelephante.com/store-Check out CODE LKAV6ZT, Afterpay available, or Amazon (Phonetic Reading with Silent Elephant ""e"")  #Homeschooling #Homeschool mom #How to homeschool #Multi -sensory curriculum #Dyslexia #Dyslexic #Struggling reader ",223,2,7375215980491853098
US,0,"['stitch', 'dyslexia', 'thedyslexicadvantage']",46,katherincarlson,#stitch with @Desmond Fambrini i am very passionate about this and could talk about dyslexia all day. #thedyslexicadvantage #dyslexia ,535,28,7375212902472617258
US,0,"['reading', 'specialed', 'adhd', 'autism', 'aac', 'chronicillness', 'slp', 'advocate', 'dyslexia', 'publicschool', 'specialeducation', 'nonverbal', 'iep', 'slds', 'dysgraphia', 'fape', 'learningdisability', 'limbdifference', 'visualimpairment', 'iepmeeting', '504', 'nonverbalautism', 'parentsoftiktok', 'specialeducationteacher', 'readingfluency', 'twiceexceptional', 'specialeducationadvocate', 'complexcommunicator']",14,letsieptogether,#iep #iep #specialeducation #publicschool #iepmeeting #504 #learningdisability #parentsoftiktok #adhd #specialed #twiceexceptional #slds #learningdisability #adhd #autism  #reading #slp #twiceexceptional   #iep #aac #fape #nonverbal #nonverbalautism #504 #advocate #complexcommunicator #chronicillness #specialeducationteacher #specialeducationadvocate #learningdisability #parentsoftiktok #visualimpairment #specialed #aac #readingfluency #limbdifference #dyslexia #dysgraphia ,329,1,7375204780358110510
US,6,"['horses', 'bestdayofmylife', 'anxiety', 'adhd', '2e', 'dyslexia', 'dysgraphia', 'equinetherapy', 'horsesoftiktok', 'twiceexceptional', 'areteacademymn', 'serenityfarmandstables']",2,leahgioebrzezinski,Arete Academy Visit Serenity Farm for Equine Therapy!  #areteacademymn #serenityfarmandstables #twiceexceptional #2e #dyslexia #anxiety #adhd #dysgraphia #horses #equinetherapy #horsesoftiktok #bestdayofmylife ,803,0,7375193584653339935
US,0,"['fallout', 'xbox', 'adhd', 'fyp', 'dyslexia', 'bethesda', 'fallout76', 'xboxseriesx']",35,wastelandwabbit,What I love about fallout. #fyp #Fallout76 #fallout #xbox #xboxseriesx #Bethesda #adhd #dyslexia ,609,4,7375184505520409898
US,0,"['how', 'struggling', 'multi', 'homeschool', 'dyslexic', 'dyslexia', 'homeschooling']",1,silent.elephant.e,"25% OFF SALE ENDS TONIGHT! Phonetic Reading with Silent Elephant ""e"" silentelephante@gmail  ON SALE NOW THRU MAY- 25% off Phonetic Reading with Silent Elephant ""e"" Parts 1-14 and the Educational Posters (excludes videos and training) silentelephante.com/store-Check out CODE LKAV6ZT, Afterpay available, or Amazon (Phonetic Reading with Silent Elephant ""e"")  #Homeschooling #Homeschool mom #How to homeschool #Multi-sensory curriculum #Dyslexia #Dyslexic #Struggling reader ",224,0,7375179578563693870
US,0,"['kids', 'parenting', 'parents', 'adhd', 'specialneeds', 'tutor', 'dyslexia', 'artificialintelligence', 'learningskills', 'dyscalculia', 'adhdawareness', 'childlearning', 'ortongillingham', 'ortongillinghamtutor', 'tutoringservice', 'drlevy', 'dyslexiatutor', 'aieducation', 'summertutor', 'nyctutor', 'specialneedstutor', 'adhdtutor', 'childtutoring', 'ortongillinghammethod', 'emilylevy', 'eblcoaching', 'dremilylevy']",20,eblcoaching,🤖 Can artificial intelligence help individuals with ADHD build stronger organizational skills? The answer is…YES! Dr. Levy explains some of the possibilities in this latest video! #ADHDawareness . #artificialintelligence #AIeducation #tutor #tutoringservice #summertutor #parents #parenting #kids #specialneeds #specialneedstutor #adhd #adhdtutor #dyslexia #dyslexiatutor #dyscalculia #ortongillingham #ortongillinghamtutor #ortongillinghammethod #nyctutor #childlearning #learningskills #childtutoring #eblcoaching #drlevy #dremilylevy #emilylevy,730,1,7375179367455968555
US,0,"['how', 'struggling', 'multi', 'homeschool', 'dyslexic', 'dyslexia', 'homeschooling']",4,silent.elephant.e,"TEACHING THEM THE WAY THEY LEARN! Phonetic Reading with Silent Elephant ""e""  ON SALE NOW THRU MAY- 25% off Phonetic Reading with Silent Elephant ""e"" Parts 1-14 and the Educational Posters (excludes videos and training) silentelephante.com/store-Check out CODE LKAV6ZT, Afterpay available, or Amazon (Phonetic Reading with Silent Elephant ""e"")  #Homeschooling #Homeschool mom #How to homeschool #Multi -sensory curriculum #Dyslexia #Dyslexic #Struggling reader ",228,0,7375175296816909611
US,0,"['family', 'newlife', 'may', 'newseason', 'floridaliving', '5kids', 'tutor', 'dyslexia', 'unstoppableforce', 'godisfaithful', 'thisismytestimony', 'prayingmom', 'capcut', 'lovinglife😍😍😍😍😍😍😍', 'lovefamiily♥️']",6,allisonrlogan75,#CapCut May went by so fast and was so beautiful.#family #floridaliving #5kids #godisfaithful #thisismytestimony #unstoppableforce #lovefamiily♥️ #lovinglife😍😍😍😍😍😍😍 #newlife #May #newseason #prayingmom #dyslexia #tutor ,94,0,7375173556851871022
US,1,"['homeschool', 'greenscreen', 'dyslexia', 'homeschoolmom', 'homeschool101', 'newtohomeschooling', 'teachingreading', 'homeschoolmyths', 'homeschooldyslexia', 'greathomeschoolconventions']",24,greathomeschool,#greenscreen #GreatHomeschoolConventions #dyslexia #homeschool101 #HomeschoolMom #newtohomeschooling #homeschooldyslexia #homeschoolmyths #homeschool #teachingreading ,970,0,7375170596084190506
US,13,"['adhd', 'autism', 'dyslexia', 'adhdprobs', 'autismacceptance', 'neurodivergent', 'neurodiverse', 'adhdcheck', 'adhdtiktok', 'adhdinwomen', 'neurodivergenttiktok', 'neurospicy', 'neurospicyhumour']",63,yourbookstorelady,A first tour of my fsvorite silverware. Do tou only like to eat worh one special fork? Do yourself a davor and buy tons of 25 cent thrift store forks until you have evey shape you could want.   #neurospicy #neurospicyhumour #adhd #adhdtiktok #adhdinwomen #autism #autismacceptance #dyslexia #adhdcheck #adhdprobs #neurodivergent #neurodivergenttiktok #neurodiverse ,766,7,7375168361711373611
US,53,"['dyslexic', 'dyslexia', 'dyslexiaawareness']",770,drjacobsanthouse,"Somehow I almost always managed to show up early instead of late, probably because of the excessive amount of stress I experienced about showing up late, but still the number of times I showed up at the wrong time was kind of embarrassing. Thankfully no one else was there. Apparently people don’t feel the need to show up an hour early to class.  #dyslexia #dyslexic #dyslexiaawareness",8746,71,7375165963995467050
US,0,"['tiktok', 'anxiety', 'foryou', 'dyslexia']",4,bbwan06,Reading is really something hope my content made you slime:)#tiktok #foryou #anxiety #dyslexia ,409,0,7375163654330649899
